ags,name,verwaltungsform,bev_30_06,schulden_gesamt_eur,kredite_eur,kassenkredite_eur
07134200,Hattgenstein,50,257,25572,-,-
07134200,Hoppstädten-Weiersbach,50,3291,760612,168285,-
07134200,Kronweiler,50,324,303054,-,-
07134200,Leisel,50,538,174432,-,-
07134200,Meckenbach,50,109,34222,-,-
07134200,Niederbrombach,50,513,345448,-,345448
07134200,Niederhambach,50,323,264324,-,-
07134200,Nohen,50,350,194494,-,-
07134200,Oberbrombach,50,393,272661,237772,34889
07134200,Oberhambach,50,261,-,-,-
07134200,Rimsberg,50,119,-,-,-
07134200,Rinzenberg,50,326,73824,-,-
07134200,Rötsweiler-Nockenthal,50,460,114449,-,114449
07134200,Schmißberg,50,197,-,-,-
07134200,Schwollen,50,455,-,-,-
07134200,Siesbach,50,347,47044,-,-
07134200,Sonnenberg-Winnenberg,50,448,346178,-,-
07134200,Wilzenberg-Hußweiler,50,290,-,-,-
07134300,Allenbach,-,-,-,-,-
07134300,Bergen,-,-,-,-,-
07134300,Berschweiler bei Kirn,-,-,-,-,-
07134300,Breitenthal,-,-,-,-,-
07134300,Bruchweiler,-,-,-,-,-
07134300,Dickesbach,-,-,-,-,-
07134300,Fischbach,-,-,-,-,-
07134300,Gerach,-,-,-,-,-
07134300,Griebelschied,-,-,-,-,-
07134300,Herborn,-,-,-,-,-
07134300,Herrstein,-,-,-,-,-
07134300,"Herrstein, Verbandsgemeindeverwaltung",-,-,-,-,-
07134300,Hettenrodt,-,-,-,-,-
07134300,Hintertiefenbach,-,-,-,-,-
07134300,Kempfeld,-,-,-,-,-
07134300,Kirschweiler,-,-,-,-,-
07134300,Mackenrodt,-,-,-,-,-
07134300,Mittelreidenbach,-,-,-,-,-
07134300,Mörschied,-,-,-,-,-
07134300,Niederhosenbach,-,-,-,-,-
07134300,Niederwörresbach,-,-,-,-,-
07134300,Oberhosenbach,-,-,-,-,-
07134300,Oberreidenbach,-,-,-,-,-
07134300,Oberwörresbach,-,-,-,-,-
07134300,Schmidthachenbach,-,-,-,-,-
07134300,Sensweiler,-,-,-,-,-
07134300,Sien,-,-,-,-,-
07134300,Sienhachenbach,-,-,-,-,-
07134300,Sonnschied,-,-,-,-,-
07134300,Veitsrodt,-,-,-,-,-
07134300,Vollmersbach,-,-,-,-,-
07134300,Weiden,-,-,-,-,-
07134300,Wickenrodt,-,-,-,-,-
07134300,Wirschweiler,-,-,-,-,-
07134305,Langweiler,-,-,-,-,-
07134400,Asbach,-,-,-,-,-
07134400,Bollenbach,-,-,-,-,-
07134400,Bundenbach,-,-,-,-,-
07134400,Gösenroth,-,-,-,-,-
07134400,Hausen,-,-,-,-,-
07134400,Hellertshausen,-,-,-,-,-
07134400,Horbruch,-,-,-,-,-
07134400,Hottenbach,-,-,-,-,-
07134400,Krummenau,-,-,-,-,-
07134400,Oberkirn,-,-,-,-,-
07134400,Rhaunen,-,-,-,-,-
07134400,"Rhaunen, Verbandsgemeindeverwaltung",-,-,-,-,-
07134400,Schauren,-,-,-,-,-
07134400,Schwerbach,-,-,-,-,-
07134400,Stipshausen,-,-,-,-,-
07134400,Sulzbach,-,-,-,-,-
07134400,Weitersbach,-,-,-,-,-
07134500,Allenbach,50,639,273719,-,-
07134500,Asbach,50,141,-,-,-
07134500,Bergen,50,481,-,-,-
07134500,Berschweiler bei Kirn,50,260,-,-,-
07134500,Bollenbach,50,131,-,-,-
07134500,Breitenthal,50,339,-,-,-
07134500,Bruchweiler,50,545,90662,90662,-
07134500,Bundenbach,50,867,256124,-,-
07134500,Dickesbach,50,420,238947,238947,-
07134500,Fischbach,50,859,619590,-,243179
07134500,Gerach,50,233,-,-,-
07134500,Griebelschied,50,184,-,-,-
07134500,Gösenroth,50,239,-,-,-
07134500,Hausen,50,177,-,-,-
07134500,Hellertshausen,50,198,-,-,-
07134500,Herborn,50,517,-,-,-
07134500,Herrstein,50,789,91932,-,91932
07134500,"Herrstein-Rhaunen, Verbandsgemeindeverwaltung",55,22737,6020428,6020428,-
07134500,Hettenrodt,50,665,128825,-,-
07134500,Hintertiefenbach,50,316,113453,-,-
07134500,Horbruch,50,368,415329,415329,-
07134500,Hottenbach,50,565,415549,347928,-
07134500,"Idar-Oberstein, Stadt",41,30035,17533223,5533223,-
07134500,Kempfeld,50,781,466639,-,-
07134500,Kirschweiler,50,1077,-,-,-
07134500,Krummenau,50,157,147783,-,-
07134500,Mackenrodt,50,359,-,-,-
07134500,Mittelreidenbach,50,775,140328,-,-
07134500,Mörschied,50,741,374329,-,-
07134500,Niederhosenbach,50,303,-,-,-
07134500,Niederwörresbach,50,834,137494,-,-
07134500,Oberhosenbach,50,120,30642,-,-
07134500,Oberkirn,50,335,20916,-,-
07134500,Oberreidenbach,50,587,-,-,-
07134500,Oberwörresbach,50,114,-,-,-
07134500,Rhaunen,50,2308,3134506,-,-
07134500,Schauren,50,487,-,-,-
07134500,Schmidthachenbach,50,380,56938,56938,-
07134500,Schwerbach,50,56,-,-,-
07134500,Sensweiler,50,416,193114,-,-
07134500,Sien,50,548,146557,146557,-
07134500,Sienhachenbach,50,183,-,-,-
07134500,Sonnschied,50,101,-,-,-
07134500,Stipshausen,50,814,87759,87759,-
07134500,Sulzbach,50,292,-,-,-
07134500,Veitsrodt,50,701,143716,-,-
07134500,Vollmersbach,50,461,110727,-,-
07134500,Weiden,50,74,-,-,-
07134500,Weitersbach,50,88,-,-,-
07134500,Wickenrodt,50,163,-,-,-
07134500,Wirschweiler,50,298,-,-,-
07134505,Langweiler,50,251,75431,-,-
07135010,"Cochem-Zell, Landkreisverwaltung",32,61384,42848557,34485240,-
07135100,Beilstein,50,162,14347,14347,-
07135100,Bremm,50,716,300719,300719,-
07135100,Briedern,50,360,129752,129752,-
07135100,Bruttig-Fankel,50,1139,300501,300501,-
07135100,"Cochem, Stadt",50,4977,2275643,-,-
07135100,"Cochem, Verbandsgemeindeverwaltung",55,19159,8025749,-,-
07135100,Dohr,50,609,88997,88997,-
07135100,Ediger-Eller,50,903,-,-,-
07135100,Ellenz-Poltersdorf,50,832,188732,188732,-
07135100,Ernst,50,543,216692,216692,-
07135100,Faid,50,1021,760012,-,-
07135100,Greimersburg,50,697,316781,316781,-
07135100,Klotten,50,1189,929005,929005,-
07135100,Lieg,50,380,-,-,-
07135100,Lütz,50,277,46672,46672,-
07135100,Mesenich,50,294,380752,380752,-
07135100,Moselkern,50,568,631196,197727,408469
07135100,Müden (Mosel),50,651,736327,57012,679315
07135100,Nehren,50,114,-,-,-
07135100,Pommern,50,419,572544,391649,180895
07135100,Senheim,50,546,62216,62216,-
07135100,Treis-Karden,50,2103,291647,291647,-
07135100,Valwig,50,442,123089,123089,-
07135100,Wirfus,50,217,8937,8937,-
07135200,Binningen,50,703,1487698,1422255,65443
07135200,Brachtendorf,50,251,250571,-,-
07135200,Brieden,50,159,171000,171000,-
07135200,Brohl,50,338,48800,-,-
07135200,Dünfus,50,288,189098,-,-
07135200,Düngenheim,50,1319,515625,515625,-
07135200,Eppenberg,50,243,72581,-,-
07135200,Eulgem,50,186,-,-,-
07135200,Forst (Eifel),50,380,544883,-,-
07135200,Gamlen,50,516,-,-,-
07135200,Hambuch,50,730,1524498,760070,764428
07135200,Hauroth,50,323,17813,-,-
07135200,Illerich,50,805,30000,-,-
07135200,Kaifenheim,50,811,1034923,488048,-
07135200,Kail,50,291,205939,-,80120
07135200,"Kaisersesch, Stadt",50,3226,3550500,-,-
07135200,"Kaisersesch, Verbandsgemeindeverwaltung",55,15814,7466378,6566378,-
07135200,Kalenborn,50,248,86426,-,-
07135200,Landkern,50,937,-,-,-
07135200,Laubach,50,656,133569,-,-
07135200,Masburg,50,1049,321421,321421,-
07135200,Möntenich,50,114,159871,-,-
07135200,Müllenbach,50,655,855760,407475,-
07135200,Roes,50,493,148651,-,-
07135200,Urmersbach,50,462,-,-,-
07135200,Zettingen,50,268,785635,-,443302
07135205,Leienkaul,50,363,885284,-,-
07135300,Alflen,50,793,1077691,745451,332240
07135300,Auderath,50,633,371868,173792,198076
07135300,Beuren,50,431,-,-,-
07135300,Büchel,50,1244,10278435,-,-
07135300,Filz,50,83,67142,-,67142
07135300,Gevenich,50,696,5250,5250,-
07135300,Gillenbeuren,50,250,-,-,-
07135300,Kliding,50,223,11902,11902,-
07135300,Lutzerath,50,1510,1906067,-,-
07135300,Schmitt,50,122,166286,39906,126380
07135300,"Ulmen, Stadt",50,3402,4952588,2182484,-
07135300,"Ulmen, Verbandsgemeindeverwaltung",55,11113,12366793,2496678,9416144
07135300,Urschmitt,50,198,418240,62900,355340
07135300,Wagenhausen,50,66,43539,-,-
07135300,Weiler,50,275,-,-,-
07135300,Wollmerath,50,200,156329,72283,84046
07135305,Bad Bertrich,50,987,10326435,2811942,7514493
07135500,Alf,50,811,740706,236869,503837
07135500,Altlay,50,440,159750,-,-
07135500,Altstrimmig,50,326,104061,-,-
07135500,Blankenrath,50,1652,1482957,1482957,-
07135500,Briedel,50,876,664021,-,-
07135500,Bullay,50,1668,781455,744479,-
07135500,Forst (Hunsrück),50,61,-,-,-
07135500,Grenderich,50,373,175510,-,-
07135500,Haserich,50,208,-,-,-
07135500,Hesweiler,50,116,-,-,-
07135500,Liesenich,50,297,-,-,-
07135500,Mittelstrimmig,50,400,-,-,-
07135500,Moritzheim,50,136,125272,125272,-
07135500,Neef,50,400,507105,385393,-
07135500,Panzweiler,50,277,-,-,-
07135500,Peterswald-Löffelscheid,50,725,-,-,-
07135500,Pünderich,50,811,224850,224850,-
07135500,Reidenhausen,50,179,-,-,-
07135500,Sankt Aldegund,50,513,-,-,-
07135500,Schauren,50,425,-,-,-
07135500,Sosberg,50,163,-,-,-
07135500,Tellig,50,289,120765,-,-
07135500,Walhausen,50,224,-,-,-
07135500,"Zell (Mosel), Stadt",50,3928,3019282,-,-
07135500,"Zell (Mosel), Verbandsgemeindeverwaltung",55,15298,16452528,9667891,6784637
07137010,"Mayen-Koblenz, Landkreisverwaltung",32,216511,106406549,62386549,-
07137100,Kretz,50,728,551161,551161,-
07137100,Kruft,50,4750,9300347,7355623,1944724
07137100,Nickenich,50,3653,3466581,3466581,-
07137100,"Pellenz, Verbandsgemeindeverwaltung",55,17301,8498813,8498813,-
07137100,Plaidt,50,5995,12152823,11315821,837002
07137100,Saffig,50,2175,1471418,1188365,-
07137200,Einig,50,144,26315,-,-
07137200,Gappenach,50,334,111082,-,-
07137200,Gering,50,409,-,-,-
07137200,Gierschnach,50,271,-,-,-
07137200,Kalt,50,452,-,-,-
07137200,Kerben,50,519,-,-,-
07137200,Kollig,50,616,-,-,-
07137200,Lonnig,50,1233,112417,-,-
07137200,"Maifeld, Verbandsgemeindeverwaltung",55,24603,21750458,-,12212271
07137200,Mertloch,50,1343,101309,101309,-
07137200,Naunheim,50,459,751709,706959,44750
07137200,Ochtendung,50,5419,13596139,-,-
07137200,Pillig,50,499,240411,-,-
07137200,"Polch, Stadt",50,6701,16290601,-,2022789
07137200,Rüber,50,892,1788747,-,-
07137201,Trimbs,50,597,612142,-,-
07137201,Welling,50,940,2392137,-,-
07137201,Wierschem,50,339,122515,122515,-
07137205,"Münstermaifeld, Stadt",50,3436,13184272,6241165,6943107
07137300,Acht,50,81,60056,-,-
07137300,"Andernach, Stadt",41,29998,35077116,-,-
07137300,Anschau,50,281,570024,570024,-
07137300,Arft,50,236,-,-,-
07137300,Baar,50,744,154323,154323,-
07137300,"Bendorf, Stadt",41,17694,58835604,20364529,16471075
07137300,Bermel,50,360,-,-,-
07137300,Boos,50,613,393490,393490,-
07137300,Ditscheid,50,253,287809,-,129861
07137300,Ettringen,50,2865,5077888,-,-
07137300,Hausten,50,381,-,-,-
07137300,Herresbach,50,498,380468,-,-
07137300,Hirten,50,254,343161,130946,212215
07137300,Kehrig,50,1239,800360,800360,-
07137300,Kirchwald,50,1007,1351430,-,-
07137300,Kottenheim,50,2533,1521450,1521450,-
07137300,Langenfeld,50,669,282585,-,-
07137300,Langscheid,50,83,-,-,-
07137300,Lind,50,55,19414,19414,-
07137300,Luxem,50,336,181960,181960,-
07137300,Monreal,50,776,1351485,-,-
07137300,Münk,50,254,-,-,-
07137300,Nachtsheim,50,553,-,-,-
07137300,Reudelsterz,50,371,-,-,-
07137300,Sankt Johann,50,933,1624655,1027426,597229
07137300,Siebenbach,50,195,-,-,-
07137300,"Vordereifel, Verbandsgemeindeverwaltung",55,16505,1837793,1837793,-
07137301,Virneburg,50,371,301331,242128,59203
07137301,Weiler,50,513,-,-,-
07137301,Welschenbach,50,51,-,-,-
07137400,Bell,50,1330,1026633,-,-
07137400,"Mendig, Stadt",50,9027,17171329,-,1028558
07137400,"Mendig, Verbandsgemeindeverwaltung",55,13664,3364009,3364009,-
07137400,Rieden,50,1196,2093415,1079389,1014026
07137401,Thür,50,1542,2770156,-,-
07137401,Volkesfeld,50,569,524342,-,-
07137700,"Vallendar, Verbandsgemeindeverwaltung",55,15546,15624569,84399,9500000
07137702,Niederwerth,50,1243,1769806,-,-
07137702,Urbar,50,3170,6895406,-,-
07137702,"Vallendar, Stadt",50,8683,17610929,12692042,4918887
07137702,Weitersburg,50,2450,3825077,-,-
07137800,"Mayen, Stadt",41,19469,80653733,6794,38900000
07137800,"Weißenthurm, Verbandsgemeindeverwaltung",55,34836,17403086,10547573,6855513
07137802,Bassenheim,50,2954,535037,-,-
07137802,Kaltenengers,50,2227,1222554,1017165,205389
07137802,Kettig,50,3496,4673668,-,2645317
07137802,"Mülheim-Kärlich, Stadt",50,11167,8235288,-,-
07137802,Sankt Sebastian,50,2709,1483720,204349,-
07137802,Urmitz,50,3383,-,-,-
07137802,"Weißenthurm, Stadt",50,8900,10942333,4201293,6741040
07137900,"Rhein-Mosel, Verbandsgemeindeverwaltung",55,26895,8505853,8505853,-
07137902,Alken,50,683,648475,648475,-
07137902,Brey,50,1475,1644882,-,-
07137902,Brodenbach,50,676,1134201,-,-
07137902,Burgen,50,763,856994,769386,87608
07137902,Dieblich,50,2612,-,-,-
07137902,Hatzenport,50,592,438005,-,-
07137902,Kobern-Gondorf,50,2997,1132362,-,-
07137902,Löf,50,1464,131719,-,-
07137902,Macken,50,375,-,-,-
07137902,Niederfell,50,960,-,-,-
07137902,Nörtershausen,50,1144,1466681,-,-
07137902,Oberfell,50,1133,524865,-,-
07137902,"Rhens, Stadt",50,2983,6891929,5523092,1368837
07137902,Spay,50,1914,1860670,-,-
07137902,Waldesch,50,2292,1814280,-,-
07137902,Winningen,50,2444,323715,-,-
07137902,Wolken,50,1110,301052,301052,-
07137905,Lehmen,50,1278,369458,325496,-
07138010,"Neuwied, Landkreisverwaltung",32,188372,108458455,61055455,47403000
07138100,Asbach,50,7705,-,-,-
07138100,"Asbach, Verbandsgemeindeverwaltung",55,23551,1251769,218432,-
07138100,Buchholz (Westerwald),50,4671,-,-,-
07138100,Neustadt (Wied),50,6579,-,-,-
07138100,Windhagen,50,4596,-,-,-
07138200,"Bad Hönningen, Stadt",50,6265,14516221,-,-
07138200,"Bad Hönningen, Verbandsgemeindeverwaltung",55,12637,17543852,-,12000000
07138200,Hammerstein,50,356,375574,-,-
07138200,Leutesdorf,50,1844,3425436,-,-
07138200,Rheinbrohl,50,4172,1867211,-,-
07138300,"Dierdorf, Stadt",50,6092,1146237,-,-
07138300,"Dierdorf, Verbandsgemeindeverwaltung",55,11221,4485522,4485522,-
07138300,Großmaischeid,50,2338,-,-,-
07138300,Isenburg,50,618,263568,-,-
07138300,Kleinmaischeid,50,1338,-,-,-
07138300,Stebach,50,364,-,-,-
07138302,Marienhausen,50,471,-,-,-
07138400,Dattenberg,50,1520,-,-,-
07138400,Leubsdorf,50,1631,324715,-,-
07138400,"Linz am Rhein, Stadt",50,6357,20481,11868,-
07138400,"Linz am Rhein, Verbandsgemeindeverwaltung",55,19176,4197944,31143,-
07138400,Ockenfels,50,1032,196061,196061,-
07138400,St. Katharinen (Landkreis Neuwied),50,3463,2500019,-,-
07138400,Vettelschoß,50,3732,-,-,-
07138405,Kasbach-Ohlenberg,50,1441,36117,36117,-
07138500,Dernbach,50,1093,225321,107232,-
07138500,Döttesfeld,50,678,1144102,199336,825379
07138500,Dürrholz,50,1314,165183,165183,-
07138500,Hanroth,50,654,-,-,-
07138500,Harschbach,50,427,20390,20390,-
07138500,Linkenbach,50,574,32265,-,-
07138500,"Neuwied, Stadt",41,66576,116799016,-,58624878
07138500,Niederhofen,50,452,79791,79791,-
07138500,Niederwambach,50,444,-,-,-
07138500,Oberdreis,50,934,721176,721176,-
07138500,Puderbach,50,2521,4347422,3491660,620986
07138500,"Puderbach, Verbandsgemeindeverwaltung",55,15499,14078366,7073923,453123
07138500,Ratzert,50,255,-,-,-
07138500,Raubach,50,2070,474950,-,-
07138500,Rodenbach bei Puderbach,50,701,-,-,-
07138500,Steimel,50,1306,335983,-,-
07138500,Urbach,50,1507,-,-,-
07138500,Woldert,50,569,-,-,-
07138700,Bruchhausen,50,977,4569372,-,-
07138700,Erpel,50,2572,8212314,-,-
07138700,Rheinbreitbach,50,4583,2624281,-,-
07138700,"Unkel, Stadt",50,4971,5281486,-,-
07138700,"Unkel, Verbandsgemeindeverwaltung",55,13103,7763198,-,5500000
07138900,Anhausen,50,1393,-,-,-
07138900,Bonefeld,50,938,-,-,-
07138900,Breitscheid,50,2245,262023,262023,-
07138900,Datzeroth,50,301,-,-,-
07138900,Ehlscheid,50,1580,-,-,-
07138900,Hardert,50,859,-,-,-
07138900,Hausen (Wied),50,1864,362282,-,-
07138900,Hümmerich,50,798,-,-,-
07138900,Kurtscheid,50,997,-,-,-
07138900,Meinborn,50,553,-,-,-
07138900,Melsbach,50,1959,-,-,-
07138900,Niederbreitbach,50,1541,2712565,1390000,-
07138900,Oberhonnefeld-Gierend,50,1049,-,-,-
07138900,Oberraden,50,676,-,-,-
07138900,Rengsdorf,50,2932,-,-,-
07138900,"Rengsdorf-Waldbreitbach, Verbandsgemeindeverwaltung",55,26609,1750897,-,-
07138900,Roßbach,50,1455,2166752,1810752,-
07138900,Rüscheid,50,835,-,-,-
07138900,Straßenhaus,50,1950,848864,830000,-
07138900,Thalhausen,50,781,-,-,-
07138900,Waldbreitbach,50,1903,2721355,1680000,-
07140010,"Rhein-Hunsrück-Kreis, Landkreisverwaltung",32,106086,9553572,-,-
07140100,"Boppard, Stadt",41,15756,33969592,-,3000000
07140200,Badenhard,-,-,-,-,-
07140200,Bickenbach,-,-,-,-,-
07140200,Birkheim,-,-,-,-,-
07140200,Dörth,-,-,-,-,-
07140200,"Emmelshausen, Stadt",-,-,-,-,-
07140200,"Emmelshausen, Verbandsgemeindeverwaltung",-,-,-,-,-
07140200,Gondershausen,-,-,-,-,-
07140200,Halsenbach,-,-,-,-,-
07140200,Hausbay,-,-,-,-,-
07140200,Hungenroth,-,-,-,-,-
07140200,Karbach,-,-,-,-,-
07140200,Kratzenburg,-,-,-,-,-
07140200,Leiningen,-,-,-,-,-
07140200,Lingerhahn,-,-,-,-,-
07140200,Maisborn,-,-,-,-,-
07140200,Mermuth,-,-,-,-,-
07140200,Mühlpfad,-,-,-,-,-
07140201,Ney,-,-,-,-,-
07140201,Niedert,-,-,-,-,-
07140201,Norath,-,-,-,-,-
07140201,Pfalzfeld,-,-,-,-,-
07140201,Schwall,-,-,-,-,-
07140201,Thörlingen,-,-,-,-,-
07140201,Utzenhain,-,-,-,-,-
07140202,Beulich,-,-,-,-,-
07140202,Morshausen,-,-,-,-,-
07140300,Alterkülz,50,378,25464,-,-
07140300,Bell (Hunsrück),50,1451,41564,41564,-
07140300,Beltheim,50,1976,-,-,-
07140300,Braunshorn,50,663,20932,20932,-
07140300,Buch,50,867,-,-,-
07140300,Gödenroth,50,472,-,-,-
07140300,Hasselbach,50,225,-,-,-
07140300,Hollnich,50,311,-,-,-
07140300,"Kastellaun, Stadt",50,5742,75445,-,-
07140300,"Kastellaun, Verbandsgemeindeverwaltung",55,16309,324127,324127,-
07140300,Korweiler,50,78,-,-,-
07140300,Michelbach,50,205,-,-,-
07140301,Roth,50,251,132286,132286,-
07140301,Spesenroth,50,150,-,-,-
07140301,Uhler,50,350,35000,-,-
07140302,Dommershausen,50,1121,-,-,-
07140302,Mastershausen,50,998,90000,-,-
07140305,Lahr,50,175,367707,-,-
07140305,Mörsdorf,50,622,297086,297086,-
07140305,Zilshausen,50,274,65948,65948,-
07140400,Belg,50,114,-,-,-
07140400,Bärenbach,50,465,-,-,-
07140400,Büchenbeuren,50,1868,-,-,-
07140400,Dickenschied,50,697,-,-,-
07140400,Dill,50,205,-,-,-
07140400,Dillendorf,50,564,-,-,-
07140400,Gehlweiler,50,220,-,-,-
07140400,Gemünden,50,1284,180888,-,180888
07140400,Hahn,50,211,-,-,-
07140400,Hecken,50,114,-,-,-
07140400,Heinzenbach,50,436,-,-,-
07140400,Henau,50,167,-,-,-
07140400,Hirschfeld (Hunsrück),50,287,-,-,-
07140400,Kappel,50,431,83157,-,83157
07140400,"Kirchberg (Hunsr.), Verbandsgemeindeverwaltung",55,20466,-,-,-
07140400,"Kirchberg (Hunsrück), Stadt",50,4233,-,-,-
07140400,Kludenbach,50,124,-,-,-
07140400,Laufersweiler,50,797,-,-,-
07140400,Lautzenhausen,50,622,-,-,-
07140400,Lindenschied,50,182,-,-,-
07140400,Maitzborn,50,105,-,-,-
07140400,Metzenhausen,50,98,-,-,-
07140401,Nieder-Kostenz,50,208,-,-,-
07140401,Niedersohren,50,444,-,-,-
07140401,Niederweiler,50,397,-,-,-
07140401,Ober Kostenz,50,253,-,-,-
07140401,Raversbeuren,50,131,-,-,-
07140401,Reckershausen,50,378,-,-,-
07140401,Rohrbach,50,169,-,-,-
07140401,Rödelhausen,50,125,-,-,-
07140401,Rödern,50,193,-,-,-
07140401,Schlierschied,50,176,-,-,-
07140401,Schwarzen,50,143,-,-,-
07140401,Sohren,50,3225,-,-,-
07140401,Sohrschied,50,112,-,-,-
07140401,Todenroth,50,89,-,-,-
07140401,Unzenberg,50,416,-,-,-
07140401,Wahlenau,50,210,67816,-,-
07140401,Womrath,50,190,-,-,-
07140401,Woppenroth,50,221,-,-,-
07140401,Würrich,50,162,-,-,-
07140500,Argenthal,-,-,-,-,-
07140500,Benzweiler,-,-,-,-,-
07140500,Dichtelbach,-,-,-,-,-
07140500,Ellern (Hunsrück),-,-,-,-,-
07140500,Erbach,-,-,-,-,-
07140500,Kisselbach,-,-,-,-,-
07140500,Liebshausen,-,-,-,-,-
07140500,Mörschbach,-,-,-,-,-
07140500,"Rheinböllen, Verbandsgemeindeverwaltung",-,-,-,-,-
07140501,"Rheinböllen, Stadt",-,-,-,-,-
07140501,Riesweiler,-,-,-,-,-
07140501,Schnorbach,-,-,-,-,-
07140501,Steinbach,-,-,-,-,-
07140600,Damscheid,-,-,-,-,-
07140600,Laudert,-,-,-,-,-
07140600,"Sankt Goar-Oberwesel, Verbandsgemeindeverwaltung",-,-,-,-,-
07140601,Niederburg,-,-,-,-,-
07140601,"Oberwesel, Stadt",-,-,-,-,-
07140601,Perscheid,-,-,-,-,-
07140601,"Sankt Goar, Stadt",-,-,-,-,-
07140601,Urbar,-,-,-,-,-
07140601,Wiebelsheim,-,-,-,-,-
07140700,Altweidelbach,-,-,-,-,-
07140700,Belgweiler,-,-,-,-,-
07140700,Bergenhausen,-,-,-,-,-
07140700,Biebern,-,-,-,-,-
07140700,Bubach,-,-,-,-,-
07140700,Budenbach,-,-,-,-,-
07140700,Fronhofen,-,-,-,-,-
07140700,Holzbach,-,-,-,-,-
07140700,Horn,-,-,-,-,-
07140700,Keidelheim,-,-,-,-,-
07140700,Klosterkumbd,-,-,-,-,-
07140700,Külz (Hunsrück),-,-,-,-,-
07140700,Kümbdchen,-,-,-,-,-
07140700,Laubach,-,-,-,-,-
07140700,Mengerschied,-,-,-,-,-
07140700,Mutterschied,-,-,-,-,-
07140700,"Simmern/Hunsrück, Verbandsgemeindeverwaltung",-,-,-,-,-
07140701,Nannhausen,-,-,-,-,-
07140701,Neuerkirch,-,-,-,-,-
07140701,Niederkumbd,-,-,-,-,-
07140701,Ohlweiler,-,-,-,-,-
07140701,Oppertshausen,-,-,-,-,-
07140701,Pleizenhausen,-,-,-,-,-
07140701,Ravengiersburg,-,-,-,-,-
07140701,Rayerschied,-,-,-,-,-
07140701,Reich,-,-,-,-,-
07140701,Riegenroth,-,-,-,-,-
07140701,Sargenroth,-,-,-,-,-
07140701,Schönborn,-,-,-,-,-
07140701,"Simmern/Hunsrück, Stadt",-,-,-,-,-
07140701,Tiefenbach,-,-,-,-,-
07140701,Wahlbach,-,-,-,-,-
07140701,Wüschheim,-,-,-,-,-
07140800,Altweidelbach,50,284,450000,-,-
07140800,Argenthal,50,1679,-,-,-
07140800,Belgweiler,50,187,-,-,-
07140800,Benzweiler,50,216,-,-,-
07140800,Bergenhausen,50,114,-,-,-
07140800,Biebern,50,313,140000,-,-
07140800,Bubach,50,241,-,-,-
07140800,Budenbach,50,193,-,-,-
07140800,Dichtelbach,50,634,-,-,-
07140800,Ellern (Hunsrück),50,913,-,-,-
07140800,Erbach,50,287,-,-,-
07140800,Fronhofen,50,232,-,-,-
07140800,Holzbach,50,561,97,-,-
07140800,Horn,50,359,-,-,-
07140800,Keidelheim,50,330,-,-,-
07140800,Kisselbach,50,600,-,-,-
07140800,Klosterkumbd,50,278,-,-,-
07140800,Külz (Hunsrück),50,487,2196070,-,-
07140800,Kümbdchen,50,503,-,-,-
07140800,Laubach,50,434,-,-,-
07140800,Liebshausen,50,492,-,-,-
07140800,Mengerschied,50,730,-,-,-
07140800,Mutterschied,50,451,-,-,-
07140800,Mörschbach,50,348,58750,-,-
07140800,"Simmern-Rheinböllen, Verbandsgemeindeverwaltung",55,29403,1362780,1362780,-
07140801,Nannhausen,50,617,-,-,-
07140801,Neuerkirch,50,318,799410,-,-
07140801,Niederkumbd,50,323,-,-,-
07140801,Ohlweiler,50,318,-,-,-
07140801,Oppertshausen,50,136,-,-,-
07140801,Pleizenhausen,50,324,-,-,-
07140801,Ravengiersburg,50,333,-,-,-
07140801,Rayerschied,50,108,-,-,-
07140801,Reich,50,337,-,-,-
07140801,"Rheinböllen, Stadt",50,4202,-,-,-
07140801,Riegenroth,50,244,-,-,-
07140801,Riesweiler,50,814,-,-,-
07140801,Sargenroth,50,458,27168,-,-
07140801,Schnorbach,50,260,-,-,-
07140801,Schönborn,50,277,-,-,-
07140801,"Simmern/Hunsrück, Stadt",50,8063,4367024,-,-
07140801,Steinbach,50,137,-,-,-
07140801,Tiefenbach,50,766,58067,-,-
07140801,Wahlbach,50,181,-,-,-
07140801,Wüschheim,50,321,-,-,-
07140900,Badenhard,50,154,-,-,-
07140900,Bickenbach,50,357,-,-,-
07140900,Birkheim,50,142,-,-,-
07140900,Damscheid,50,671,52910,52910,-
07140900,Dörth,50,526,51250,51250,-
07140900,"Emmelshausen, Stadt",50,4940,2534143,2516206,17937
07140900,Gondershausen,50,1311,490181,-,-
07140900,Halsenbach,50,1278,919925,919925,-
07140900,Hausbay,50,222,-,-,-
07140900,Hungenroth,50,278,-,-,-
07140900,"Hunsrück-Mittelrhein, Verbandsgemeindeverwaltung",55,24152,15916,-,-
07140900,Karbach,50,646,194001,-,-
07140900,Kratzenburg,50,398,146876,146876,-
07140900,Laudert,50,452,56670,56670,-
07140900,Leiningen,50,729,-,-,-
07140900,Lingerhahn,50,512,-,-,-
07140900,Maisborn,50,135,-,-,-
07140900,Mermuth,50,239,39699,39699,-
07140900,Mühlpfad,50,62,-,-,-
07140901,Ney,50,363,-,-,-
07140901,Niederburg,50,661,422472,422472,-
07140901,Niedert,50,121,-,-,-
07140901,Norath,50,500,-,-,-
07140901,"Oberwesel, Stadt",50,2924,-,-,-
