ags,name,verwaltungsform,bev_30_06,schulden_gesamt_eur,kredite_eur,kassenkredite_eur
13076701,Muchow,50,281,61386,61386,-
13076701,Prislich,50,713,453688,453688,-
13076701,Vellahn,50,2755,1703728,1703728,-
13076701,"Zarrentin am Schaalsee, Stadt",50,5306,19249786,-,-
13076701,Zierzow,50,386,399083,-,-
13076800,Alt Zachun,50,352,970429,25510,-
13076800,Bandenitz,50,518,1228248,1228248,-
13076800,Banzkow,50,2675,2075936,-,-
13076800,Barnin,50,452,-,-,-
13076800,Belsch,50,221,-,-,-
13076800,Bobzin,50,253,-,-,-
13076800,Bresegard bei Picher,50,282,-,-,-
13076800,Bülow,50,328,-,-,-
13076800,Cambs,50,612,-,-,-
13076800,"Crivitz, Amtsverwaltung",55,24482,-,-,-
13076800,"Crivitz, Stadt",50,4604,1890841,-,-
13076800,Demen,50,848,-,-,-
13076800,Dobin am See,50,2008,-,-,-
13076800,Friedrichsruhe,50,879,12066,12066,-
13076800,Gammelin,50,479,726759,-,-
13076800,Gneven,50,350,-,-,-
13076800,Groß Krams,50,175,-,-,-
13076800,"Hagenow-Land, Amtsverwaltung",55,8461,-,-,-
13076800,Hoort,50,564,2043661,2043661,-
13076800,Hülseburg,50,155,-,-,-
13076800,Kirch Jesar,50,645,62500,-,-
13076800,Kuhstorf,50,718,499661,-,-
13076800,Langen Brütz,50,477,-,-,-
13076800,Leezen,50,2164,-,-,-
13076800,"Lübtheen, Stadt",41,4644,7410471,1530165,5880306
13076800,Moraas,50,466,-,-,-
13076800,"Parchim, Stadt",41,18158,12947334,-,-
13076801,Picher,50,614,39925,39925,-
13076801,Pinnow,50,2029,-,-,-
13076801,Plate,50,3230,-,-,-
13076801,Pritzier,50,431,82146,82146,-
13076801,Pätow-Steegen,50,406,-,-,-
13076801,Raben Steinfeld,50,1054,-,-,-
13076801,Redefin,50,540,-,-,-
13076801,Setzin,-,-,-,-,-
13076801,Strohkirchen,50,303,-,-,-
13076801,Sukow,50,1500,-,-,-
13076801,Toddin,-,-,-,-,-
13076801,Toddin,50,883,-,-,-
13076801,Tramm,50,840,-,-,-
13076801,Warlitz,50,456,-,-,-
13076801,Zapel,50,432,-,-,-
13076900,Alt Krenzlin,50,746,1011474,1011474,-
13076900,Bresegard bei Eldena,50,188,23129,-,-
13076900,Groß Laasch,50,919,398056,398056,-
13076900,Göhlen,50,551,529444,529444,-
13076900,Leussow,-,-,-,-,-
13076900,"Ludwigslust-Land, Amtsverwaltung",55,8263,-,-,-
13076900,Lübesse,50,670,1073700,-,-
13076900,Lüblow,50,560,804212,-,-
13076901,Rastow,50,1891,7000277,7000277,-
13076901,Sülstorf,50,829,936903,-,-
13076901,Uelitz,50,483,513121,-,-
13076901,Warlow,50,484,571436,-,-
13076901,Wöbbelin,50,942,525063,-,-
14400000,Kommunaler Sozialverband Sachsen,22,4051465,-,-,-
14511000,"Chemnitz, Stadt",30,243828,197221124,197221124,-
14521000,Amtsberg,40,3644,3723612,3723612,-
14521000,"Annaberg-Buchholz, Stadt",37,18991,1873071,-,-
14521000,"Aue, Stadt",-,-,-,-,-
14521000,Bad Schlema,-,-,-,-,-
14521000,"Breitenbrunn/Erzgeb., Hochschulort",40,4904,728288,-,-
14521000,Crottendorf,40,3920,1462688,1462688,-
14521000,Drebach,40,4945,-,-,-
14521000,"Ehrenfriedersdorf, Stadt",40,4393,-,-,-
14521000,"Eibenstock, Stadt",40,6926,33469,33469,-
14521000,Gelenau/Erzgeb.,40,4146,-,-,-
14521000,Großolbersdorf,40,2751,3547010,1114081,-
14521000,Großrückerswalde,40,3273,-,-,-
14521000,"Grünhain-Beierfeld, Stadt",40,5561,2071926,-,-
14521000,Hohndorf,40,3377,121864,121864,-
14521000,Jahnsdorf/Erzgeb.,40,5331,353336,353336,-
14521000,"Johanngeorgenstadt, Stadt",40,3605,5958467,-,-
14521000,"Jöhstadt, Stadt",40,2513,1385343,-,-
14521000,"Lößnitz, Stadt",40,7717,102809,-,-
14521000,"Marienberg, Stadt",37,16390,5996259,5996259,-
14521000,Mildenau,40,3395,200000,-,-
14521000,Neukirchen/Erzgeb.,40,6822,953555,953555,-
14521000,"Oberwiesenthal, Kurort, Stadt",40,1984,-,-,-
14521000,"Oelsnitz/Erzgeb., Stadt",40,11038,5763915,5763915,-
14521000,"Olbernhau, Stadt",40,10263,275415,275415,-
14521000,Raschau-Markersbach,40,4819,-,-,-
14521000,"Schneeberg, Stadt",40,13394,4720301,4720301,-
14521000,"Schwarzenberg/Erzgeb., Stadt",37,15811,-,-,-
14521000,Schönheide,40,4100,-,-,-
14521000,Sehmatal,40,6103,104604,-,-
14521000,Stützengrün,40,3076,1655788,1655788,-
14521000,"Thalheim/Erzgeb., Stadt",40,5978,3367720,-,-
14521000,Thermalbad Wiesenbad,40,3095,205313,-,-
14521000,"Thum, Stadt",40,4776,181182,181182,-
14521000,"Wolkenstein, Stadt",40,3786,3713123,-,-
14521001,"Elterlein, Stadt",45,2691,183559,183559,-
14521002,"Geyer, Stadt",44,3310,2351958,-,-
14521005,"Scheibenberg, Stadt",44,1996,1042272,1042272,-
14521005,"Schlettau, Stadt",45,2265,189000,189000,-
14521006,Tannenberg,45,1025,331155,331155,-
14521007,"Zwönitz, Stadt",44,11495,-,-,-
14521010,"Erzgebirgskreis, Landkreisverwaltung",32,323009,46794112,46794112,-
14521100,Bärenstein,44,2208,272093,272093,-
14521103,Königswalde,45,2144,303011,-,-
14521201,Deutschneudorf,45,844,59577,-,-
14521202,Heidersdorf,45,743,-,-,-
14521205,"Seiffen/Erzgeb., Kurort",44,1878,1592072,-,457553
14521300,Auerbach,45,2318,656661,656661,-
14521301,Burkhardtsdorf,44,5989,4507232,-,-
14521302,Gornsdorf,45,1944,2843235,2577361,-
14521304,Niederdorf,45,1311,1953864,-,-
14521305,"Stollberg/Erzgeb., Stadt",47,11230,15018275,15018275,-
14521500,"Aue-Bad Schlema, Stadt",37,19117,6420563,6420563,-
14521500,Börnichen/Erzgeb.,50,948,-,-,-
14521500,"Lauter-Bernsbach, Stadt",40,8335,1524993,1524993,-
14521500,"Pockau-Lengefeld, Stadt",40,7370,1151650,-,-
14521500,"Wildenstein, Verwaltungsverbandverwaltung",55,4093,-,-,-
14521502,Grünhainichen,50,3145,1058704,-,-
14521503,"Lugau/Erzgeb., Stadt",44,7562,2471001,2471001,-
14521504,Niederwürschnitz,45,2534,2919113,-,-
14521802,Gornau/Erzgeb.,45,3697,5006561,-,-
14521806,"Zschopau, Stadt, Motorradstadt",47,8845,2584460,-,-
14521900,Bockau,45,2131,161213,-,-
14521907,Zschorlau,44,5107,-,-,-
14522000,"Augustusburg, Stadt",40,4473,2192738,1258665,-
14522000,"Brand-Erbisdorf, Stadt",37,8991,2523595,2477960,-
14522000,Claußnitz,40,2946,-,-,-
14522000,"Döbeln, Stadt",37,23812,9406014,9406014,-
14522000,Eppendorf,40,3868,754364,-,-
14522000,Erlau,40,3141,522779,-,-
14522000,"Flöha, Stadt",37,10287,4321622,-,-
14522000,"Frankenberg/Sa., Stadt, Garnisonsstadt",40,13587,4693030,-,-
14522000,"Frauenstein, Stadt",40,2679,3605305,3414233,-
14522000,"Freiberg, Stadt, Universitätsstadt",37,40772,11703354,11703354,-
14522000,"Geringswalde, Stadt",40,4119,481116,-,-
14522000,Großhartmannsdorf,40,2393,778332,778332,-
14522000,"Großschirma, Stadt",40,5303,1130489,-,-
14522000,Großweitzschen,40,2630,891799,-,-
14522000,"Hainichen, Stadt",37,8303,6603750,-,-
14522000,Halsbrücke,40,5018,-,-,-
14522000,"Hartha, Stadt",40,6639,4969785,4969785,-
14522000,Hartmannsdorf,40,4377,3860183,-,-
14522000,Kriebstein,40,1973,-,-,-
14522000,Königshain-Wiederau,40,2550,336666,336666,-
14522000,"Leisnig, Stadt",40,8136,1800773,1800773,-
14522000,Leubsdorf,40,3220,143283,143283,-
14522000,Lichtenau,40,6976,139745,-,-
14522000,"Lunzenau, Stadt",40,3953,-,-,-
14522000,Mulda/Sa.,40,2400,1595451,1595451,-
14522000,Neuhausen/Erzgeb.,40,2483,950393,-,-
14522000,Niederwiesa,40,4718,2047783,2047783,-
14522000,Oberschöna,40,3191,27404,27404,-
14522000,"Oederan, Stadt",40,7702,3000000,3000000,-
14522000,"Penig, Stadt",40,8240,22816,-,-
14522000,Rechenberg-Bienenmühle,40,1770,754407,468000,-
14522000,Reinsberg,40,2812,1620700,-,-
14522000,Rossau,40,3325,1400000,1400000,-
14522000,"Roßwein, Stadt",40,7216,2104623,-,-
14522000,Striegistal,40,4581,3323800,3323800,-
14522000,"Waldheim, Stadt",40,9188,-,-,-
14522000,Wechselburg,40,1747,476493,476493,-
14522010,"Mittelsachsen, Landkreisverwaltung",32,297896,8308398,-,-
14522200,"Burgstädt, Stadt",44,10446,5550234,-,-
14522203,Mühlau,45,2117,2047661,2047661,-
14522205,Taura,45,2294,335942,-,-
14522303,Lichtenberg/Erzgeb.,44,2620,715407,-,-
14522304,Ostrau,-,-,-,-,-
14522305,Weißenborn/Erzgeb.,45,2430,-,-,-
14522306,Zschaitz-Ottewig,-,-,-,-,-
14522500,Bobritzsch-Hilbersdorf,40,5637,2109399,2109399,-
14522500,Jahnatal,40,4677,436814,-,-
14522602,Königsfeld,45,1374,-,-,-
14522604,"Rochlitz, Stadt, Stadt des Roten Porphyr",47,5569,-,-,-
14522605,Seelitz,45,1660,-,-,-
14522606,Zettlitz,45,656,-,-,-
14522900,Altmittweida,45,1851,-,-,-
14522900,Dorfchemnitz,45,1470,168600,-,-
14522903,"Mittweida, Stadt, Hochschulstadt",47,13880,-,-,-
14522905,"Sayda, Stadt",44,1696,2271654,2271654,-
14523000,"Adorf/Vogtl., Stadt",40,4624,2470527,-,-
14523000,"Auerbach/Vogtl., Stadt",37,17590,7861894,7861894,-
14523000,Bad Brambach,40,1610,789797,360013,-
14523000,"Bad Elster, Stadt",40,3569,3220015,-,-
14523000,Ellefeld,40,2483,884200,-,-
14523000,"Elsterberg, Stadt",40,3704,70000,70000,-
14523000,"Klingenthal, Stadt",37,7467,1796696,-,-
14523000,"Lengenfeld, Stadt",40,6890,1739613,-,-
14523000,"Markneukirchen, Stadt",40,7173,3708104,3708104,-
14523000,Neumark,40,2911,3557116,-,-
14523000,"Pausa-Mühltroff, Stadt",40,4698,3844878,-,-
14523000,"Plauen, Stadt, Hochschulstadt",37,65714,52298063,52298063,-
14523000,Pöhl,40,2407,1868524,-,-
14523000,"Rodewisch, Stadt",40,6207,6701975,6701975,-
14523000,Steinberg,40,2696,-,-,-
14523000,Weischlitz,40,5675,2363778,-,-
14523001,Limbach,45,1393,-,-,-
14523002,"Netzschkau, Stadt",44,3687,900000,-,-
14523010,"Vogtlandkreis, Landkreisverwaltung",32,221461,36421325,-,-
14523102,Mühlental,45,1207,-,-,-
14523103,"Schöneck/Vogtl., Stadt",44,2892,1951370,1951370,-
14523200,Bergen,50,915,292000,-,-
14523200,Bösenbrunn,45,1070,-,-,-
14523200,Eichigt,45,1097,115220,39266,-
14523200,"Jägerswald, Verwaltungsverbandverwaltung",55,4768,-,-,-
14523203,"Oelsnitz/Vogtl., Stadt",47,10196,6109189,6109189,-
14523204,Theuma,50,979,445357,445357,-
14523204,Tirpersdorf,50,1376,-,-,-
14523204,Triebel/Vogtl.,45,1144,49005,-,-
14523204,Werda,50,1498,1259726,-,-
14523402,Neuensalz,45,2051,-,-,-
14523404,"Treuen, Stadt",44,7643,6105243,-,-
14523500,Muldenhammer,40,2842,2620406,-,-
14523500,Rosenbach/Vogtl.,40,3991,1712002,-,-
14523501,Heinsdorfergrund,45,1935,-,-,-
14523503,"Reichenbach im Vogtland, Stadt",47,20024,13366359,13366359,-
14523701,"Falkenstein/Vogtl., Stadt",44,7490,7212276,-,-
14523701,Grünbach,45,1664,249905,-,-
14523702,Neustadt/Vogtl.,45,949,339443,339443,-
14524000,Callenberg,40,4786,73507,-,-
14524000,Fraureuth,40,4967,4213563,-,-
14524000,Gersdorf,40,3748,2665966,-,-
14524000,"Glauchau, Stadt",37,21745,12163153,12163153,-
14524000,"Hartenstein, Stadt",40,4467,-,-,-
14524000,"Hohenstein-Ernstthal, Stadt",37,14038,1999259,-,-
14524000,Langenbernsdorf,40,3431,525715,-,-
14524000,Langenweißbach,40,2396,1064482,1064482,-
14524000,Lichtentanne,40,6031,2341420,-,-
14524000,Mülsen,40,10786,-,-,-
14524000,Neukirchen/Pleiße,40,3765,651450,651450,-
14524000,"Oberlungwitz, Stadt",40,5741,-,-,-
14524000,Reinsdorf,40,7135,4776722,4776722,-
14524000,"Werdau, Stadt",37,21029,3059031,-,-
14524000,"Wildenfels, Stadt",40,3474,1474062,-,-
14524000,"Wilkau-Haßlau, Stadt",40,9590,9383107,7627108,1678584
14524000,"Zwickau, Stadt, Hochschulstadt",37,87524,1296786,1296786,-
14524010,"Zwickau, Landkreisverwaltung",32,310555,26050961,-,-
14524100,Crinitzberg,45,1805,3212848,3212848,-
14524101,Hartmannsdorf b. Kirchberg,45,1348,528890,528890,-
14524101,Hirschfeld,45,1070,148191,148191,-
14524101,"Kirchberg, Stadt",44,7850,4637943,4637943,-
14524400,"Crimmitschau, Stadt",47,18881,-,-,-
14524400,Dennheritz,45,1273,-,-,-
14524401,"Limbach-Oberfrohna, Stadt",47,23818,-,-,-
14524402,Niederfrohna,45,2223,-,-,-
14524502,Oberwiera,45,1017,621604,621604,-
14524502,Remse,45,1655,374069,-,-
14524502,"Waldenburg, Stadt",44,3990,2175542,-,-
14524800,Bernsdorf,45,2125,313247,313247,-
14524801,"Lichtenstein/Sa., Stadt",44,10994,3954951,-,-
14524801,"Meerane, Stadt",44,13843,14968857,-,-
14524802,Schönberg,45,849,36282,36282,-
14524802,St. Egidien,45,3161,986532,986532,-
14612000,"Dresden, Stadt",30,560829,-,-,-
14625000,Arnsdorf,40,4914,3091443,-,-
14625000,"Bautzen, Stadt, Hochschulstadt",37,38027,-,-,-
14625000,"Bernsdorf, Stadt",40,6239,2814952,-,-
14625000,Burkau,40,2613,-,-,-
14625000,Cunewalde,40,4516,2643725,2643725,-
14625000,Demitz-Thumitz,40,2669,121500,121500,-
14625000,Doberschau-Gaußig,40,4228,-,-,-
14625000,Elsterheide,40,3324,1055809,1055809,-
14625000,"Elstra, Stadt",40,2677,-,-,-
14625000,Großdubrau,40,4089,-,-,-
14625000,"Großröhrsdorf, Stadt",40,9437,4455074,-,-
14625000,Göda,40,2961,159190,159190,-
14625000,Haselbachtal,40,3953,1620000,1620000,-
14625000,Hochkirch,40,2186,-,-,-
14625000,"Hoyerswerda, Stadt",37,31181,18925751,18925751,-
14625000,"Kamenz, Stadt",37,17145,2011150,-,-
14625000,Kubschütz,40,2447,-,-,-
14625000,Königswartha,40,3470,888525,888525,-
14625000,"Lauta, Stadt",40,7863,2101418,-,-
14625000,Lohsa,40,5068,3401040,-,-
14625000,Malschwitz,40,4883,355326,355326,-
14625000,Neukirch/Lausitz,40,4772,996771,-,-
14625000,Ottendorf-Okrilla,40,9955,4136000,-,-
14625000,Oßling,40,2182,3272400,3272400,-
14625000,"Radeberg, Stadt",37,18770,-,-,-
14625000,Radibor,40,3148,-,-,-
14625000,Schmölln-Putzkau,40,2946,-,-,-
14625000,Schwepnitz,40,2450,4339152,-,1137102
14625000,Sohland a. d. Spree,40,6422,154831,154831,-
14625000,Spreetal,40,1722,-,-,-
14625000,Steinigtwolmsdorf,40,2598,755148,-,-
14625000,Wachau,40,4239,-,-,-
14625000,"Weißenberg, Stadt",40,3031,371721,-,-
14625000,"Wilthen, Stadt",40,4725,1760518,1760518,-
14625000,"Wittichenau, Stadt",40,5639,1535333,1535333,-
14625010,"Bautzen, Landkreisverwaltung",32,295621,46282829,46282829,-
14625100,"Am Klosterwasser, Verwaltungsverbandverwaltung",55,7149,-,-,-
14625100,Crostwitz,50,1035,177345,177345,-
14625101,Frankenthal,45,891,132237,-,-
14625101,Großharthau,44,2958,1064866,914555,150311
14625101,Großnaundorf,45,921,442500,442500,-
14625103,Lichtenberg,45,1608,1164637,1164637,-
14625103,Nebelschütz,50,1203,740659,-,-
14625104,Ohorn,45,2475,2948666,2948666,-
14625104,Panschwitz-Kuckau,50,2045,560041,560041,-
14625104,"Pulsnitz, Stadt",44,7315,4962443,4962443,-
14625104,Räckelwitz,50,1136,354559,354559,-
14625105,Ralbitz-Rosenthal,50,1730,385537,385537,-
14625105,Steina,45,1669,771579,771579,-
14625201,Großpostwitz/O.L.,44,2713,1869369,-,-
14625203,Obergurig,45,2047,642789,-,-
14625303,Neschwitz,44,2409,269577,269577,-
14625304,Puschwitz,45,783,-,-,-
14625500,"Schirgiswalde-Kirschau, Stadt",40,6004,682952,682952,-
14625602,"Kamenz, Stadt",-,-,-,-,-
14625605,Schönteichen,-,-,-,-,-
14625700,"Bischofswerda, Stadt",47,10757,2035160,-,-
14625705,Rammenau,45,1328,71080,-,-
14625802,"Königsbrück, Stadt",44,4658,779830,-,-
14625803,Laußnitz,45,1840,-,-,-
14625803,Neukirch,45,1607,67131,-,-
14626000,Boxberg/O.L.,40,4260,-,-,-
14626000,"Görlitz, Stadt, Hochschulstadt",37,55310,15605709,-,3383887
14626000,"Herrnhut, Stadt",40,5770,1022552,-,-
14626000,Krauschwitz i.d. O.L.,40,3221,2919413,2408930,-
14626000,Leutersdorf,40,3378,-,-,-
14626000,Markersdorf,40,3753,685254,685254,-
14626000,Mittelherwigsdorf,40,3521,-,-,-
14626000,"Niesky, Stadt",37,9112,2965296,-,-
14626000,Oderwitz,40,4752,422842,422842,-
14626000,"Ostritz, Stadt",40,2240,459250,459250,-
14626000,"Seifhennersdorf, Stadt",40,3596,-,-,-
14626000,"Zittau, Stadt, Hochschulstadt",37,25593,15062502,-,-
14626001,Großschweidnitz,45,1260,-,-,-
14626002,Lawalde,45,1779,37495,-,-
14626002,"Löbau, Stadt",47,14574,13394562,-,-
14626004,Rosenbach,45,1530,195642,-,-
14626010,"Görlitz, Landkreisverwaltung",32,246617,107177198,57177198,50000000
14626200,"Diehsa, Verwaltungsverbandverwaltung",55,6321,-,-,-
14626201,Hohendubrau,50,1819,227295,227295,-
14626202,Königshain,45,1153,152973,-,-
14626203,Mücka,50,951,678672,-,-
14626204,Quitzdorf am See,50,1222,165502,-,-
14626204,"Reichenbach/O.L., Stadt",44,4658,10616144,-,-
14626205,Vierkirchen,45,1627,372748,-,-
14626205,Waldhufen,50,2329,733741,-,-
14626205,Weißkeißel,45,1196,-,-,-
14626206,"Weißwasser/O.L., Stadt",47,15172,5207670,-,-
14626300,"Bad Muskau, Stadt",44,3621,2296378,2114478,181900
14626300,"Weißer Schöps/Neiße, Verwaltungsverbandverwaltung",55,7769,-,-,-
14626301,Gablenz,45,1567,-,-,-
14626302,Horka,50,1547,279951,279951,-
14626302,Kodersdorf,50,2271,251034,251034,-
14626302,Kreba-Neudorf,45,836,295849,-,98791
14626303,Neißeaue,50,1624,276600,276600,-
14626304,Rietschen,44,2423,-,-,-
14626305,Schöpstal,50,2327,288540,288540,-
14626400,Dürrhennersdorf,45,857,-,-,-
14626401,Großschönau,44,5243,3394425,3394425,-
14626401,Hainewalde,45,1525,-,-,-
14626403,"Neusalza-Spremberg, Stadt",44,3140,1015200,-,-
14626405,Schönbach,45,1049,642400,642400,-
14626500,"Ebersbach-Neugersdorf, Stadt",40,11161,847187,-,-
14626500,Kottmar,40,7003,601325,601325,-
14626501,Hähnichen,45,1190,-,-,-
14626504,"Rothenburg/O.L., Stadt",44,4130,505015,-,-
14626600,"Bernstadt a. d. Eigen, Stadt",44,3162,-,-,-
14626605,Schönau-Berzdorf a. d. Eigen,45,1445,352189,-,-
14626700,Bertsdorf-Hörnitz,45,1980,1283180,777504,505676
14626701,Groß Düben,45,1051,209519,-,-
14626702,"Jonsdorf, Kurort",45,1442,342953,-,-
14626704,Olbersdorf,44,4407,5010224,2338697,-
14626704,Oybin,45,1281,870592,870592,-
14626704,Schleife,44,2528,2812470,-,274617
14626705,Trebendorf,45,728,-,-,-
14626800,Beiersdorf,45,1058,704190,-,-
14626804,Oppach,44,2245,295678,295678,-
14627000,"Coswig, Stadt",37,20396,-,-,-
14627000,Diera-Zehren,40,3189,-,-,-
14627000,Ebersbach,40,4382,995479,995479,-
14627000,"Großenhain, Stadt",37,18306,4077397,4077397,-
14627000,"Gröditz, Stadt",40,6900,4380025,4380025,-
14627000,Hirschstein,40,1946,2101477,1972564,-
14627000,Klipphausen,40,10472,17600584,17600584,-
14627000,Käbschütztal,40,2753,2136796,977549,-
14627000,"Lommatzsch, Stadt",40,4759,1376226,1376226,-
14627000,"Meißen, Stadt",37,28961,8450995,-,-
14627000,Moritzburg,40,8221,4747057,-,-
14627000,Niederau,40,4082,93750,93750,-
14627000,"Nossen, Stadt",40,10483,2118364,2118364,-
14627000,Priestewitz,40,3122,-,-,-
14627000,"Radebeul, Stadt",37,33160,11198496,-,-
14627000,"Radeburg, Stadt",40,7519,281145,-,-
14627000,"Riesa, Stadt",37,29454,25990010,-,-
14627000,Stauchitz,40,3044,903911,-,-
14627000,"Strehla, Stadt",40,3639,2051989,-,-
14627000,Thiendorf,40,3730,844374,844374,-
14627000,Weinböhla,40,10676,1287819,1287819,-
14627000,Zeithain,40,5517,-,-,-
14627010,"Meißen, Landkreisverwaltung",32,240406,5284271,-,-
14627402,Röderaue,44,2527,941904,941904,-
14627403,Wülknitz,45,1585,213899,-,-
14627500,Glaubitz,45,1928,-,-,-
14627501,Nünchritz,44,5384,87500,87500,-
14627801,Lampertswalde,45,2553,471367,-,-
14627802,Schönfeld,44,1718,283127,283127,-
14628000,Bannewitz,40,11149,6660037,-,-
14628000,"Dippoldiswalde, Stadt",37,13935,1824003,-,-
14628000,Dorfhain,45,1067,1181849,1181849,-
14628000,Dürrröhrsdorf-Dittersbach,40,4296,1518968,1518968,-
14628000,"Freital, Stadt",37,39404,-,-,-
14628000,"Glashütte, Stadt",40,6468,-,-,-
14628000,"Heidenau, Stadt",40,16778,-,-,-
14628000,"Hohnstein, Stadt",40,3172,1425256,1425256,-
14628000,Kreischa,40,4599,914569,914569,-
14628000,"Neustadt in Sachsen, Stadt",40,11986,2469070,-,-
14628000,"Rabenau, Stadt",40,4303,69160,-,-
14628000,"Sebnitz, Stadt",37,9561,4071026,4071026,-
14628000,"Stolpen, Stadt",40,5484,5361690,-,-
14628000,"Wilsdruff, Stadt",40,14598,31042991,-,-
14628001,Hartmannsdorf-Reichenau,45,1033,237070,237070,-
14628002,Klingenberg,44,6724,4216867,-,-
14628004,"Tharandt, Stadt",44,5205,5989095,-,-
14628010,"Sächsische Schweiz-Osterzgebirge, Landkreisverwaltung",32,245233,36023390,-,-
14628100,"Altenberg, Stadt",44,7604,18607688,-,-
14628101,Hermsdorf/Erzgeb.,45,742,308681,308681,-
14628102,Lohmen,44,3040,3633910,-,-
14628103,"Stadt Wehlen, Stadt",45,1565,1284043,-,-
14628200,"Bad Gottleuba-Berggießhübel, Stadt",44,5423,2740033,2740033,-
14628200,Bahretal,45,2116,1558123,1433065,-
14628202,"Liebstadt, Stadt",45,1218,309186,309186,-
14628400,"Bad Schandau, Stadt",44,3430,1421911,1421911,-
14628403,Rathmannsdorf,45,886,-,-,-
14628403,Reinhardtsdorf-Schöna,45,1289,240093,-,-
14628900,Dohma,45,1984,-,-,-
14628900,"Dohna, Stadt",44,6072,-,-,-
14628901,Gohrisch,45,1735,207944,-,-
14628902,"Königstein/Sächs. Schw., Stadt",44,2137,853798,853798,-
14628902,Müglitztal,45,1861,-,-,-
14628902,"Pirna, Stadt",47,40069,6353333,-,-
14628903,"Rathen, Kurort",45,332,-,-,-
14628903,Rosenthal-Bielatal,45,1551,-,-,-
14628903,Struppen,45,2417,892647,892647,-
14713000,"Leipzig, Stadt",30,604780,816690130,524327620,243189098
14729000,Bennewitz,40,5146,-,-,-
14729000,"Borna, Stadt",37,19497,180000,180000,-
14729000,Borsdorf,40,8249,1789908,-,-
14729000,"Brandis, Stadt",40,9772,4357637,-,-
14729000,"Böhlen, Stadt",40,6769,3759937,3759937,-
14729000,"Colditz, Stadt",40,8398,4196322,4196322,-
14729000,"Frohburg, Stadt",40,12321,2927864,-,-
14729000,"Geithain, Stadt",37,6914,11390,11390,-
14729000,"Grimma, Stadt",37,27679,6817902,6817902,-
14729000,"Groitzsch, Stadt",40,7486,2903561,-,-
14729000,Großpösna,40,5530,1125712,1125712,-
14729000,"Kitzscher, Stadt",40,5015,1410268,1410268,-
14729000,Machern,40,6589,12687690,12687690,-
14729000,"Markkleeberg, Stadt",37,25334,1037041,1037041,-
14729000,"Markranstädt, Stadt",40,16197,4473985,4473985,-
14729000,Neukieritzsch,40,7104,3061610,3061610,-
14729000,"Regis-Breitingen, Stadt",40,3873,346023,-,-
14729000,"Rötha, Stadt",40,6607,5296726,5296726,-
14729000,Thallwitz,40,3540,4826247,3695637,-
14729000,"Trebsen/Mulde, Stadt",40,3743,-,-,-
14729000,"Wurzen, Stadt",37,16166,4390062,-,-
14729000,"Zwenkau, Stadt",40,9221,7276315,-,-
14729010,"Leipzig, Landkreisverwaltung",32,260256,17847213,17847213,-
14729100,"Bad Lausick, Stadt",44,8040,1841938,-,-
14729103,Otterwisch,45,1348,251260,251260,-
14729500,Lossatal,40,6110,1402360,-,-
14729700,Belgershain,45,3472,2127046,-,-
14729703,"Naunhof, Stadt",44,8805,6390863,-,-
14729703,Parthenstein,45,3531,845465,-,-
14729801,Elstertrebnitz,45,1272,178753,178753,-
14729803,"Pegau, Stadt",44,6528,5984645,4684645,-
14730000,"Bad Düben, Stadt",40,7804,9321445,8821445,500000
14730000,Cavertitz,40,2116,801376,-,-
14730000,"Dahlen, Stadt",40,4218,1003186,-,-
14730000,"Delitzsch, Stadt",37,25992,-,-,-
14730000,Doberschütz,40,4028,1190900,1190900,-
14730000,"Eilenburg, Stadt",37,16425,8137231,-,-
14730000,Laußig,40,3608,2261374,2261374,-
14730000,Liebschützberg,40,2875,935471,-,-
14730000,Löbnitz,40,2110,1542355,-,-
14730000,Mockrehna,40,4921,-,-,-
14730000,"Mügeln, Stadt",40,5608,2589600,-,-
14730000,Naundorf,40,2172,-,-,-
14730000,"Oschatz, Stadt",37,14256,10374986,-,-
14730000,Rackwitz,40,5488,11877922,-,-
14730000,"Schkeuditz, Stadt",37,19403,829802,-,-
14730000,"Taucha, Stadt",40,15834,14258820,-,-
14730000,Wermsdorf,40,5178,1857484,1857484,-
14730000,Wiedemar,40,5543,5236413,5236413,-
14730010,"Nordsachsen, Landkreisverwaltung",32,200974,164872459,590750,1132269
14730100,"Eilenburg-West, Verwaltungsverbandverwaltung",55,5843,-,-,-
14730101,Dreiheide,45,2077,-,-,-
14730101,Jesewitz,50,3055,877061,-,-
14730103,"Torgau, Stadt",47,20155,16047645,-,-
14730103,Zschepplin,50,2788,620380,-,-
14730200,Arzberg,45,1864,671477,-,-
14730200,Beilrode,44,4205,367062,-,-
14730300,"Dommitzsch, Stadt",44,2274,2925536,2925536,-
14730301,Elsnig,45,1383,125739,-,-
14730303,Trossin,45,1246,324286,324286,-
14730500,"Belgern-Schildau, Stadt",40,7509,4687111,4687111,-
14730601,Krostitz,44,4168,-,-,-
14730602,Schönwölkau,45,2671,178985,178985,-
15001000,"Dessau-Roßlau, kreisfreie Stadt",30,75983,7970481,1183338,-
15002000,"Halle (Saale), kreisfreie Stadt",30,226894,603585647,242618978,-
15003000,"Magdeburg, kreisfreie Stadt, Landeshauptstadt",30,241011,449621905,-,25367986
15081000,"Arendsee (Altmark), Stadt",41,6374,784980,-,-
15081000,"Kalbe (Milde), Stadt",41,7152,1241693,-,-
15081000,"Klötze, Stadt",41,9799,38179,38179,-
